_greatgab,2017-08-27 23:54:12,"Não era bumbum, porém agradecemos ao sr. #Faustao por animar nosso domingo com algumas polêmicas. #pas https://t.co/d08sCl4K2c"
isaac_lima,2017-08-27 23:53:52,Sua nota é... O cofrinho do #Faustão Hahahahaha #DancaDosFamosos https://t.co/P50dUUNwMF
antunesaranda,2017-08-27 23:53:29,Exageraram na hashtag ali. #Faustão
vinnysouzar,2017-08-27 23:53:21,Minha mente poluída viu uma bunda... seios... sei lá 😂😂😂 #DançaDosFamosos #Faustão https://t.co/Hd9v8sC2U7
deehveronez,2017-08-27 23:53:16,"RT @Thiyss: #Faustão
Não era uma bunda, um país inteiro tombado pelo tio Faustão"
Fabriciogomws,2017-08-27 23:53:13,RT @RaphaelaRocha: A verdadeira identidade da bunda no telão do #Faustão foi revelado. Na verdade era uma perna kkkkk #DancaDosFamosos
Fabriciogomws,2017-08-27 23:53:09,RT @QGAmandaD: A bunda no telão era do vídeo cassetada 😂 #Faustão #dancadosfamosos
gustabr_,2017-08-27 23:52:40,Todo domingo é uma torta de climão diferente no #Faustão
Fabriciogomws,2017-08-27 23:52:34,"RT @isaac_lima: Pelo amor de Deus, alguém tirou uma foto o tirou um print do telão do bundão, digo do #Faustao?? #DançaDosFamosos"
vinnysouzar,2017-08-27 23:52:24,@RuanMuller Minha mente poluída viu uma bunda... seios.. sei lá 😂😂😂 #DançaDosFamosos #Faustão https://t.co/cOVYPeWO72
joaoglory,2017-08-27 23:52:06,RT @OVizzotto: QUE ABUNDÂNCIA #DancaDosFamosos #Faustao https://t.co/4dmcwFaEUS
Nilsonaljr,2017-08-27 23:51:59,Sou o único que não consegue rir com as piadas do #faustão?
YuriOliveiraPqd,2017-08-27 23:51:47,"agr to em casa deitado, vendo #Faustão"
OVizzotto,2017-08-27 23:51:12,QUE ABUNDÂNCIA #DancaDosFamosos #Faustao https://t.co/4dmcwFaEUS
beanstre,2017-08-27 23:50:37,"RT @danyllo_franco: Explicaram a suposta ""bunda"" no telão do #Faustão #FomosTrolados"
vinnysouzar,2017-08-27 23:50:17,"Seios ou uma bunda no telão do Faustão? #DancaDosFamosos #Faustão 

Morrendo de rir... só eu vi ???"
AnaCaro04755381,2017-08-27 23:50:04,"RT @bonitindemais: NA MADRUGADA ABANDONADAA, MINHA PERLA TA VIVAAAAA #DingDong #Faustao https://t.co/kvHyAuxRC7"
escravade5fando,2017-08-27 23:49:50,RT @adelaidegentil: Aquele centésimo de segundo que você vê uma bunda no telão do #Faustão 🍑 #dançadosfamosos https://t.co/G2yX3GNJT8
YanOlliveira,2017-08-27 23:49:36,RT @pedroseravat: Top 2 é da Malhação Sonhos... #dançadosfamosos #faustão https://t.co/3dYvClKxrq
